MRP,processor,RAM,os,RAM TYPE,Brand,ROM_SIZE,ROM_TYPE
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
33499,Intel Core i3 Processor,4 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,1 TB,HDD
42990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,LPDDR4X RAM,Infinix,512 GB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
63990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,HP,512 GB,SSD
124990,Intel Core i9 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,acer,1 TB,SSD
30100,Intel Celeron Dual Core Processor,4 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
199990,Intel Core i7 Processor,32 GB,Windows 11 Operating System,DDR5 RAM,HP,1 TB,SSD
61130,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,acer,"1 TB,256 GB","HDD,SSD"
194990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
44990,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
40990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,"1 TB,256 GB","HDD,SSD"
75990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,SSD
46890,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,HP,512 GB,SSD
37390,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
68490,Intel Core i5 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
89990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,512 GB,SSD
59790,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
125990,Intel Core i9 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,MSI,1 TB,SSD
249990,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11 Operating System,DDR5 RAM,ASUS,2 TB,SSD
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
149990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
36990,Intel Pentium Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,256 GB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
85990,Intel Core i5 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,ASUS,512 GB,SSD
60990,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 10 Operating System,DDR4 RAM,HP,512 GB,SSD
87900,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR5 RAM,DELL,512 GB,SSD
27490,AMD Dual Core Processor,4 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,1 TB,HDD
36990,Intel Pentium Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,256 GB,SSD
249990,AMD Ryzen 7 Octa Core Processor,32 GB,Windows 11 Operating System,DDR5 RAM,ASUS,2 TB,SSD
149990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
28999,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,HP,1 TB,HDD
87900,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR5 RAM,DELL,512 GB,SSD
117990,Intel Core i7 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,acer,"1 TB,512 GB","HDD,SSD"
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
85990,Intel Core i5 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,ASUS,512 GB,SSD
61497,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,"1 TB,256 GB","HDD,SSD"
70400,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,HP,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
69000,Intel Core i5 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
64490,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
149990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
96579,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11 Operating System,DDR5 RAM,HP,512 GB,SSD
101990,,16 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
89990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,512 GB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
94990,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11 Operating System,DDR5 RAM,HP,512 GB,SSD
314990,Intel Core i7 Processor,32 GB,Windows 11 Operating System,DDR5 RAM,MSI,2 TB,SSD
46900,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,"1 TB,256 GB","HDD,SSD"
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
331990,Intel Core i9 Processor,32 GB,Windows 11 Operating System,DDR5 RAM,ASUS,2 TB,SSD
116490,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR5 RAM,DELL,1 TB,SSD
64590,AMD Ryzen 3 Hexa Core Processor,8 GB,Windows 10 Operating System,DDR4 RAM,HP,512 GB,SSD
137990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR5 RAM,DELL,1 TB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
55690,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,DELL,512 GB,SSD
109990,Intel Core i7 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
79990,Intel Core i7 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,"1 TB,256 GB","HDD,SSD"
130500,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
361990,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 11 Operating System,DDR5 RAM,ASUS,2 TB,SSD
211990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
39890,Intel Core i3 Processor,4 GB,Windows 10 Operating System,DDR4 RAM,DELL,256 GB,SSD
139990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,MSI,1 TB,SSD
73490,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
194990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
99990,Intel Core i7 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,MSI,"1 TB,256 GB","HDD,SSD"
66700,Intel Core i5 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,HP,512 GB,SSD
68990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,DELL,"1 TB,256 GB","HDD,SSD"
434830,Intel Core i9 Processor,32 GB,Windows 11 Operating System,DDR4 RAM,DELL,1 TB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
345390,,32 GB,Windows 10 Operating System,DDR4 RAM,ALIENWARE,1 TB,SSD
105822,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,HP,512 GB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
66990,Intel Core i5 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
86999,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,acer,512 GB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,256 GB,SSD
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
23250,Intel Celeron Dual Core Processor,4 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
42390,Intel Core i3 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,DELL,256 GB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
58990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
110990,,16 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,SSD
71990,,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
194990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
44990,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
84990,Intel Core i5 Processor,16 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
119990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,LPDDR5 RAM,ASUS,1 TB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
214990,Intel Core i7 Processor,32 GB,Windows 10 Operating System,DDR4 RAM,MSI,1 TB,SSD
48790,Intel Core i3 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,MSI,512 GB,SSD
76000,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
224990,AMD Ryzen 9 Octa Core Processor,32 GB,Windows 10 Operating System,LPDDR4X RAM,ASUS,1 TB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
49990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,LPDDR4X RAM,Infinix,512 GB,SSD
164990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,LPDDR5 RAM,ASUS,512 GB,SSD
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
31490,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,HP,256 GB,SSD
48077,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
154990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,SSD
224990,Intel Core i7 Processor,32 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
44990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,HDD
65990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,512 GB,SSD
73490,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
194990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
31990,Intel Core i3 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,HDD
38980,Intel Core i3 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
68990,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10 Operating System,DDR4 RAM,HP,512 GB,SSD
43090,Intel Core i3 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,DELL,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
154990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,SSD
65990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
49348,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
221774,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR5 RAM,DELL,512 GB,SSD
73990,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
77990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
214790,,16 GB,Windows 10 Operating System,DDR4 RAM,ALIENWARE,1 TB,SSD
199990,,16 GB,Windows 10 Operating System,DDR4 RAM,ALIENWARE,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
48077,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
52414,AMD Ryzen 5 Hexa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
179990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
36990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,256 GB,SSD
39990,Intel Core i3 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
80615,Intel Core i5 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,DELL,512 GB,SSD
155990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
39990,Intel Core i5 Processor,8 GB,Windows 11 Operating System,DDR4 RAM,RedmiBook,512 GB,SSD
196990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
49990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,LPDDR4X RAM,Infinix,512 GB,SSD
157990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,1 TB,SSD
92990,Intel Core i5 Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,512 GB,SSD
171990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
38705,AMD Ryzen 5 Quad Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
85990,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
44990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,ASUS,1 TB,HDD
151990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,LPDDR5 RAM,ASUS,1 TB,SSD
35590,AMD Ryzen 3 Dual Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
150990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR4 RAM,ASUS,1 TB,SSD
233990,Intel Core i7 Processor,16 GB,Windows 10 Operating System,LPDDR3 RAM,ASUS,2 TB,SSD
76590,Intel Core i5 Processor,16 GB,Windows 11 Operating System,DDR5 RAM,DELL,512 GB,SSD
90000,AMD Ryzen 7 Octa Core Processor,16 GB,Windows 10 Operating System,DDR4 RAM,HP,512 GB,SSD
73490,AMD Ryzen 7 Octa Core Processor,8 GB,Windows 11 Operating System,DDR4 RAM,Lenovo,512 GB,SSD
194990,AMD Ryzen 9 Octa Core Processor,16 GB,Windows 11 Operating System,DDR5 RAM,ASUS,1 TB,SSD
125990,Intel Core i7 Processor,16 GB,Windows 11 Operating System,LPDDR5 RAM,ASUS,512 GB,SSD
50990,Intel Core i5 Processor,8 GB,Windows 10 Operating System,DDR4 RAM,Lenovo,"1 TB,256 GB","HDD,SSD"
